Season No.,Episode No.,Episode Name,Character,Line
3,2,The Jiminy Conjecture,Leonard,"Actually, ethyl alcohol inhibits electrical conduction in the nerve cells and stimulates reuptake receptors of inhibitory neurotransmitters like gamma-aminobutyric acid."
3,2,The Jiminy Conjecture,Sheldon,"Is this it? It was inappropriate to discuss Leonard and Penny’s sex life in front of Leonard and Penny. (Howard indicates that he has got it.) Oh, good! Now I can eat."
3,2,The Jiminy Conjecture,Sheldon,"Hang on. Based on the number of chirps per minute and the ambient temperature in this room, it is a snowy tree cricket."
3,2,The Jiminy Conjecture,Sheldon,"In 1890, Emile Dolbear determined that there was a fixed relationship between the number of chirps per minute of the snowy tree cricket and the ambient temperature. A precise relationship that is not present with ordinary field crickets."
3,2,The Jiminy Conjecture,Sheldon,"Under the terms of my roommate agreement with Leonard, I’ve had unilateral control of the thermostat ever since the sweaty night of ’06."
3,2,The Jiminy Conjecture,Sheldon,"Howard, don’t embarrass yourself, the science chirps for itself. Humorous word play."
3,2,The Jiminy Conjecture,Sheldon,That is a snowy tree cricket. Oecanthus fultoni. I was done with Latin by fifth grade.
3,2,The Jiminy Conjecture,Sheldon,I can’t take your money.
3,2,The Jiminy Conjecture,Sheldon,"I’ve always found that an inappropriate slur. Chickens are not, by nature, at all timid. In fact, when I was young, my neighbour’s chicken got loose and chased me up the big elm tree in front of our house."
3,2,The Jiminy Conjecture,Sheldon,Thank God.
3,2,The Jiminy Conjecture,Sheldon,Fair enough. What stake do you propose?
3,2,The Jiminy Conjecture,Sheldon,"All right, you have a wager."
3,2,The Jiminy Conjecture,Leonard,More wine?
3,2,The Jiminy Conjecture,Sheldon,I don’t see anything.
3,2,The Jiminy Conjecture,Sheldon,One at a time. (Same thing happens again. Eventually they leave the apartment. There is a growling noise.) What was that?
3,2,The Jiminy Conjecture,Sheldon,Help me open it.
3,2,The Jiminy Conjecture,Sheldon,"Fine, if you don’t want to proceed, then you forfeit the bet, and I’ll take possession of your Fantastic Four."
3,2,The Jiminy Conjecture,Sheldon,Are you bothered that I can so easily manipulate you?
3,2,The Jiminy Conjecture,Sheldon,"Oh, really? Well, I grew up with an older brother and a very contentious twin sister and I believe I could easily best you in any physical confrontation, be it noogies, swirlies or the classic why are you hitting yourself?"
3,2,The Jiminy Conjecture,Leonard,What are we drinking now?
3,2,The Jiminy Conjecture,Leonard,Why would you buy peppermint schnapps?
3,2,The Jiminy Conjecture,Leonard,What?
3,2,The Jiminy Conjecture,Leonard,"Schnapps. You’re right, that is fun."
3,2,The Jiminy Conjecture,Sheldon,"If I were not being careful, your telling me to be careful would not make me careful."
3,2,The Jiminy Conjecture,Sheldon,"Uh-oh, flashlight went out. I need some batteries. Fellas? Hello? It’s really dark down here."
3,2,The Jiminy Conjecture,Leonard,"I’m okay. Just a little mouthwash, and then I’m gonna rock your world. (Penny vomits in sink) Are you okay? (Vomits in toilet again)"
3,2,The Jiminy Conjecture,Sheldon,His name isn’t Toby. Toby is an absurd name for a cricket.
3,2,The Jiminy Conjecture,Sheldon,"An appropriate cricket name. For example, Jiminy."
3,2,The Jiminy Conjecture,Sheldon,"Hang on. Voilà, the snowy tree cricket, aka Oecanthus fultoni, which is Latin for I’ll suck nothing. Of course I’m joking because the Latin for that is nihil exsorbibo."
3,2,The Jiminy Conjecture,Leonard,"God, I had the most horrible night."
3,2,The Jiminy Conjecture,Sheldon,Obviously another carnal fiasco with the shiksi goddess.
3,2,The Jiminy Conjecture,Sheldon,"Forgive me. Yiddish was not spoken in east Texas. And if it was, it wasn’t spoken for long."
3,2,The Jiminy Conjecture,Sheldon,We haven’t established that I’m wrong once.
3,2,The Jiminy Conjecture,Sheldon,"He’s a snowy tree cricket, and his name is Jiminy. (They leave)"
3,2,The Jiminy Conjecture,Leonard,I bet I could throw a rock in this room and come up with three better friends.
3,2,The Jiminy Conjecture,Sheldon,Interesting. You’re afraid of insects and women. Ladybugs must render you catatonic. It was a joke. I made it to lessen your discomfort. You’re welcome
3,2,The Jiminy Conjecture,Sheldon,"Excuse me, are you Professor Crawley?"
3,2,The Jiminy Conjecture,Sheldon,I’m Dr. Cooper from the Physics Department.
3,2,The Jiminy Conjecture,Sheldon,I’m sorry?
3,2,The Jiminy Conjecture,Sheldon,"No, no. We’re here, let’s settle this. Professor, can you identify our cricket?"
3,2,The Jiminy Conjecture,Sheldon,Told you.
3,2,The Jiminy Conjecture,Sheldon,"No, no, wait. Dr. Crawley, are you sure?"
3,2,The Jiminy Conjecture,Sheldon,"Cruel as that may be, that is not in itself a credential."
3,2,The Jiminy Conjecture,Sheldon,"Well, apparently, I was wrong. Congratulations."
3,2,The Jiminy Conjecture,Sheldon,Old comic book. I just retrieved it from my safe deposit box.
3,2,The Jiminy Conjecture,Sheldon,Old comic books. I lost this to Wolowitz in an ill-considered cricket wager.
3,2,The Jiminy Conjecture,Sheldon,"Penny, I’d rather not talk about it."
3,2,The Jiminy Conjecture,Sheldon,Why would that make me feel better?
3,2,The Jiminy Conjecture,Sheldon,"Yes, yes, the disappointing sex. That’s an inexact parallel. You and Leonard can always return to being friends, whereas I can never return to a state in which Wolowitz has not bested me like Mrs. Riley’s chicken."
3,2,The Jiminy Conjecture,Sheldon,A chicken that was owned by Mrs. Riley.
3,2,The Jiminy Conjecture,Sheldon,"Well, I wish I could."
3,2,The Jiminy Conjecture,Sheldon,Of course I’m right What are the odds I’d be wrong twice in one week?
3,2,The Jiminy Conjecture,Sheldon,I just said that. This conversation has started to circle. Meeting adjourned.
3,2,The Jiminy Conjecture,Sheldon,Hello.
3,2,The Jiminy Conjecture,Leonard,Hey. What’s going on?
3,2,The Jiminy Conjecture,Sheldon,"Oh, you’d like to catch up on the events of the day. All right. Well, there was a half-hour wait at the bank to get into my safe deposit box, I was forced to talk to Penny about your sexual problems, and, oh, yes, in a moment filled with biblical resonance, pride wenteth before my fall, causing my Flash 123 to goeth to Wolowitz."
3,2,The Jiminy Conjecture,Leonard,Wait a minute. You talked to Penny about our sex life?
3,2,The Jiminy Conjecture,Sheldon,"Leonard, it astonishes me how you continually fixate on the trivial. I lost a bet to Wolowitz."
3,2,The Jiminy Conjecture,Leonard,"Right, right. You’re saying you talked to Penny?"
3,2,The Jiminy Conjecture,Sheldon,Yes.
3,2,The Jiminy Conjecture,Leonard,Interesting.
3,2,The Jiminy Conjecture,Sheldon,Hardly.
3,2,The Jiminy Conjecture,Leonard,Excuse me.
3,2,The Jiminy Conjecture,Sheldon,Have I crossed some sort of line again?
3,2,The Jiminy Conjecture,Leonard,Little bit. (Exits)
3,2,The Jiminy Conjecture,Sheldon,"Hmm. Oh, who cares?"
3,2,The Jiminy Conjecture,Leonard,"Hey. Uh, what did Sheldon say to you?"
3,2,The Jiminy Conjecture,Leonard,Is that what you want?
3,2,The Jiminy Conjecture,Leonard,I guess.
3,2,The Jiminy Conjecture,Leonard,"It would, wouldn’t it?"
3,2,The Jiminy Conjecture,Leonard,"Good, good."
3,3,The Gothowitz Deviation,Sheldon,No.
3,3,The Gothowitz Deviation,Sheldon,"Penny, while I subscribe to the many worlds theory which posits the existence of an infinite number of Sheldons in an infinite number of universes, I assure you that in none of them am I dancing."
3,3,The Gothowitz Deviation,Sheldon,The math would suggest that in a few I’m a clown made of candy. But I don’t dance.
3,3,The Gothowitz Deviation,Sheldon,It’s Oatmeal Day.
3,3,The Gothowitz Deviation,Sheldon,"Dear Lord, are you still going to be here on French Toast Day?"
3,3,The Gothowitz Deviation,Leonard,Morning.
3,3,The Gothowitz Deviation,Sheldon,"Look, Leonard, Penny made French toast."
3,3,The Gothowitz Deviation,Leonard,Sorry. I haven’t given her your schedule yet.
3,3,The Gothowitz Deviation,Sheldon,"It’s an iCal download, she can put it right in her phone. And I thought we agreed that you’d have your conjugal visits in her apartment."
3,3,The Gothowitz Deviation,Leonard,"We did, but there were extenuating circumstances."
3,3,The Gothowitz Deviation,Sheldon,I see. Did her abysmal housekeeping skills finally trump her perkiness?
3,3,The Gothowitz Deviation,Leonard,"No, her bed kind of… broke."
3,3,The Gothowitz Deviation,Sheldon,That doesn’t seem likely. Her bed’s of sturdy construction. Even the addition
3,3,The Gothowitz Deviation,Leonard,Perfectly formed miniature human being.
3,3,The Gothowitz Deviation,Leonard,Don’t do that.
3,3,The Gothowitz Deviation,Sheldon,I want oatmeal.
3,3,The Gothowitz Deviation,Sheldon,"I’m sure that will happen soon enough. But in the meantime, I still want oatmeal."
3,3,The Gothowitz Deviation,Sheldon,"I can’t be impossible. I exist. I believe what you meant to say is, “I give up, he’s improbable.”"
3,3,The Gothowitz Deviation,Leonard,"Sheldon, you really need to find a better way of dealing with Penny."
3,3,The Gothowitz Deviation,Sheldon,"What am I supposed to do, eat French toast on a Monday? Now, that would be impossible."
3,3,The Gothowitz Deviation,Leonard,"I’m just saying, you can catch more flies with honey than with vinegar."
3,3,The Gothowitz Deviation,Sheldon,You can catch even more flies with manure. What’s your point?
3,3,The Gothowitz Deviation,Leonard,It’s a… (gives up)
3,3,The Gothowitz Deviation,Sheldon,"Boy, that does smell good. Too bad it’s Monday."
3,3,The Gothowitz Deviation,Leonard,Wow!
3,3,The Gothowitz Deviation,Sheldon,"Easily calculable, we begin by identifying the set of married couples with unisex names. We then eliminate those unqualified for restaurant work, the aged, the imprisoned and the limbless, for example. Next we look at…"
3,3,The Gothowitz Deviation,Leonard,"Sheldon! it’s an amazing coincidence, can we leave it at that?"
3,3,The Gothowitz Deviation,Sheldon,"I’m sorry. Ooh, Penny, it’s as if the Cheesecake Factory is run by witches."
3,3,The Gothowitz Deviation,Leonard,"Come on, you guys, let it go."
3,3,The Gothowitz Deviation,Sheldon,"Well, thank you. How thoughtful. Would you like a chocolate"
3,3,The Gothowitz Deviation,Leonard,What was that?
3,3,The Gothowitz Deviation,Sheldon,You said be nice to Penny. I believe offering chocolate to someone falls within the definition of nice.
3,3,The Gothowitz Deviation,Leonard,"It does. But in my experience, you don’t."
3,3,The Gothowitz Deviation,Sheldon,"There are more things in heaven and earth, Horatio, than are dreamt of in your philosophy."
3,3,The Gothowitz Deviation,Leonard,"Yeah, yeah, now that’s you, obnoxious and insufferable."
3,3,The Gothowitz Deviation,Leonard,"Howard, what did you do?"
3,3,The Gothowitz Deviation,Sheldon,"You know, I’ve always wanted to go to a goth nighclub."
3,3,The Gothowitz Deviation,Sheldon,"Bazinga! None of you ever see my practical jokes coming, do you?"
3,3,The Gothowitz Deviation,Leonard,Why are you carrying extras?
3,3,The Gothowitz Deviation,Leonard,"In this case, you bet she is."
3,3,The Gothowitz Deviation,Leonard,They’re gonna get beaten up at that club.
3,3,The Gothowitz Deviation,Sheldon,Did you? I didn’t notice. Have a chocolate.
3,3,The Gothowitz Deviation,Leonard,Oshikuru: Demon Samurai.
3,3,The Gothowitz Deviation,Sheldon,"And it’s not a cartoon, it’s anime."
3,3,The Gothowitz Deviation,Sheldon,You’re here a lot now.
3,3,The Gothowitz Deviation,Sheldon,Thank you. Chocolate?
3,3,The Gothowitz Deviation,Leonard,"Okay, I know what you’re doing."
3,3,The Gothowitz Deviation,Sheldon,Really?
3,3,The Gothowitz Deviation,Leonard,"Yes, you’re using chocolates as positive reinforcement for what you consider correct behaviour."
3,3,The Gothowitz Deviation,Sheldon,Very good. Chocolate?
3,3,The Gothowitz Deviation,Leonard,"No, I don’t want any chocolate! Sheldon, you can’t train my girlfriend like a lab rat."
3,3,The Gothowitz Deviation,Sheldon,"Actually, it turns out I can."
3,3,The Gothowitz Deviation,Leonard,"Well, you shouldn’t."
3,3,The Gothowitz Deviation,Sheldon,"There’s just no pleasing you, is there, Leonard? You weren’t happy with my previous approach to dealing with her, so I decided to employ operant conditioning techniques, building on the work of Thorndike and B.F. Skinner. By this time next week, I believe I can have her jumping out of a pool, balancing a beach ball on her nose."
3,3,The Gothowitz Deviation,Leonard,"No, this has to stop now."
3,3,The Gothowitz Deviation,Sheldon,"I’m not suggesting we really make her jump out of a pool. I thought the “bazinga” was implied. I’m just tweaking her personality, sanding off the rough edges if you will."
3,3,The Gothowitz Deviation,Leonard,"No, you’re not sanding Penny."
3,3,The Gothowitz Deviation,Sheldon,"Are you saying that I’m forbidden from applying a harmless, scientifically valid protocol that will make our lives better?"
3,3,The Gothowitz Deviation,Leonard,"Yes, you’re forbidden."
3,3,The Gothowitz Deviation,Leonard,What could she possibly be talking about for so long?
